u_knowledge,detail_title
TI.GSO.DE.SOLMAN-SAPHR-DEV,"Kachel ""Außendienstnachweise"" fehlt"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: BAVTel 2.0 VAP A
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Zeitmanagement:  falsche Anzeige 30
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Versicherungsnummer bei Neueinstellungen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte BEM
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Irrtümlicher Eintritt zum 15.11.2023 ber
TI.GSO.DE.SOLMAN-SAPHR-PYPB,RBM – Analyse und ggf. Anpassung Report
TI.GSO.DE.SOLMAN-SAPHR-DEV,"DTAG ONE.GRC: Fehlermeldung ""Keine Berec"
TI.GSO.DE.SOLMAN-SAPHR-ZW,Probleme bei der Auszahlung der Zuschläg
TI.GSO.DE.SOLMAN-SAPHR-ZW,Bei DT Technik gibt es Mitarbeiter die e
TI.GSO.DE.SOLMAN-SAPHR-PYPB,KK-Wechsel wurde vom 01.10.24 auf 01.12.
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,zu HRCORE-25235: Der Report für die mona
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: Aussagekräftige Kurzb
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Löschung Aufgabe
TI.GSO.DE.SOLMAN-SAPHR-DEV,Reisemanagement: Fehlermeldung bei Geneh
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
DTSE,DTAG SAP HR-System P91: Template fehlt :
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Aufgabe Abwesenheit
TI.GSO.DE.SOLMAN-SAPHR-ZW,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-ZW,Pausenberechnung am 27.11.2024 prüfen: I
TI.GSO.DE.SOLMAN-SAPHR-ZW,MA hat am 24.12.2024 seine Schicht um 05
DTSE,DTAG SAP_HR: Offene Aufgaben lassen sich
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Abweisungsmitteilung. Zulassung 6968
HR Enabling,SAP HR-System P91: Störungsmeldung IM003
TI.GSO.DE.SOLMAN-SAPHR-DEV,"DTAG SAP_HR: Menü ""Shares2You"" nicht vor"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Ich soll einen nicht vorhan
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"Zeitmanagement: Abwesenheit im Status ""f"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: Aufgabe fehlt / aus Korb der FK ver
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: Zeitbuchung nicht r
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Ermittlung der Beträge im Benefit Budget
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Mein Team: Die Kachel „Fremdkräfte
TI.GSO.DE.SOLMAN-SAPHR-DEV,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Zugang P91 ohne
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Pls correct: wrong
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Saphir
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Eintrag in den Aufgaben (of
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Fehlerhaften Erholungsurlau
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Keine Pflegebere
TI.GSO.DE.SOLMAN-SAPHR-REORG,DTAG Mein Team: Mitarbeiter nach Kündigu
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Urlaubsantrag im Status feh
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Krank ohne Attest 2 Tage
TI.GSO.DE.SOLMAN-SAPHR-ZW,Bitte AZK prüfen und ggf. korrigieren. K
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Kommen Buchung am 07.01 wir
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG P91: Ticket PYPB TPF AD
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Aufgaben in MyPort
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Aufgaben in MyPort
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Aufgaben in MyPort
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Aufgaben in MyPort
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang 000429208637 wurde
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Reisemanagement: Aufgabe Es sind Ihnen z
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
DTSE,"INC 1010028238 - OSS Fehlermeldung, Repo"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Bitte löschen oder korrigie
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Aufgabe und Erinnerung für Mic
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-ZW,es wurden bei verschiedenen Kolleg*innen
DTSE,EApp Krankmeldung: elektr. nicht möglich
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG P91: Kein Benutzer mit SNC-Name p:E
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-ZW,MA Rainer Gooß SAP 00095604. Im IT2006 g
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: BEM-Vorgang wurde versehentlich man
TI.GSO.DE.SOLMAN-SAPHR-ZW,"Datenschiefstand im AZK, bitte um Berein"
TI.GSO.DE.SOLMAN-SAPHR-DEV,Reisemanagement: Fehlermeldung Mobiles A
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: BEM-Vorgang wurde versehentlich man
TI.GSO.DE.SOLMAN-SAPHR-ZW,EZA-Kontingent 2025 aktualisiert sich ni
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Fehlender Zugrif
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Bearbeiteter Antrag vom MA
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: ATZ-Zugänge_Wegf
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: BavTel 2.0: Guta
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: BAVTel 2.0 ATZ-Z
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: BAVTel 2.0 ATZ-G
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: BAVTel 2.0 ATZ-G
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: BAVTel 2.0 ATZ G
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: BavTel 2.0: Guta
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: BavTel 2.0: Guta
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Abwesenheitsmitteilung von
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Nachfolge Auftrag zu Solman 1010027533
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
DTSE,"Störung SAPHR: 1010027789, DTAG SAP: Stö"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"DTAG SAP_HR: Reisekosten genehmigt, aber"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Bitte um Löschung
TI.GSO.DE.SOLMAN-SAPHR-PYPB,fehlende Übermittlung Abmeldung 02.01.20
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DEÜV-Fehlerliste 12/2024 : Fehler 737: L
TI.GSO.DE.SOLMAN-SAPHR-DEV, Benefit Portal: BAVTEL 2.0 pgr1 Fehlerh
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: BAVTEL 2.0 BAVPG
TI.GSO.DE.SOLMAN-SAPHR-ZW,Nachfolgeauftrag zu  IM0038846503 Thema
TI.GSO.DE.SOLMAN-SAPHR-ZW,Nachricht des Kunden ich sehe in letzter
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
DTSE,DTAG Zeitmanagement: Korrektur MyPortal
TI.GSO.DE.SOLMAN-SAPHR-DEV,Mein Team: Fremdkräfte verwalten - SAP N
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: BEM-Vorgang wurde versehentlich man
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: KKP Anwärter Sta
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,P91: Kein Benutzer mit SNC-Name p:EMAIL=
TI.GSO.DE.SOLMAN-SAPHR-DEV,BavTel 2.0: VAP Anwärter Stammdaten mit
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: BavTel 2.0: VAP
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Fehler beim Übertrag der Ur
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Berechtigungen Z
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Fehler beim Löschen eines a
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: abgelehnten Abwesen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM, DTAG Zeitmanagement: EZA
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: gebuchte Zeiten wer
TI.GSO.DE.SOLMAN-SAPHR-PYPB,TPF: in 02/2024 wurde aufgrund der Steue
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
DTSE,DTAG SAP_HR: Arbeitsunfähigkeit wurde fa
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Arbeitszeitversc
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Leider liegen in Aufgaben m
TI.GSO.DE.SOLMAN-SAPHR-DEV,Fehler in der Genehmigungsmaske YWD_MEHR
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,FK Bettina Hammer (SAP 00098790) hat aus
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,FK Ali Geylik (SAP 00107054) bittet um L
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Abgelehnter Antrag
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: BEM-Vorgang Afgabe Andre Roznawski
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Bitte löschen oder korrigie
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Aufgaben wurden bereits bea
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Mir werden alte Aufgaben
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP HR-System P91: BavTel 2.0 Gutac
TI.GSO.DE.SOLMAN-SAPHR-PYPB,BavTel 2.0 Gutachterdatei: Wegfall repor
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-PYPB,"Simufehler ""keine Steuer zu Datum 31.10."
TI.GSO.DE.SOLMAN-SAPHR-PYPB,SAP HR-System P91: BavTel 2.0 Gutachterd
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: Beratung
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Sonderfall debis privater Zuschuss KV wi
TI.GSO.DE.SOLMAN-SAPHR-PYPB,SAP HR-System P91: BavTel 2.0 Gutachterd
TI.GSO.DE.SOLMAN-SAPHR-ZW,Mitarbeiter bucht normalerweise über ¿Le
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-DEV,SAP HR-System P91:  Fault ticket SAP P91
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Ein fehlerhafter EU - Antra
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Offene Aufgaben lassen sich
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Abwesenheitsauftrag nicht b
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Zeitmanagement: Aufgabe Abwesenheit bitt
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"Zeitmanagement: Abwesenheit im Status ""f"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM," BEM-Vorgang wurde vom System eröffnet,"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Erinnerung BEM für Marco Behrend geht ni
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Beschreibung der Störung siehe Anlage
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: Reaktivierte Beamtin
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: ELSTAM - Wiedereintri
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: Abbruch Saldenliste
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Zeitmanagement: bitte löschen oder korri
TI.GSO.DE.SOLMAN-SAPHR-ZW,Zeitmanagement: Aussagekräftige Kurzbesc
TI.GSO.DE.SOLMAN-SAPHR-PYPB,fehlerhafte Berechnung Benefit Budget
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Zeitmanagement: Bitte den EU 03.02.-07.0
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG MYPORTAL: Vertreter sieht trotz ein
DTSE,Technische HR-Themen: Krankmeldung 11/20
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Zeitmanagement: Aufgabe - bitte löschen
TI.GSO.DE.SOLMAN-SAPHR-ZW,SAP HR-System P91: Fehlende Auszahlung v
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
DTSE,DTAG Technische HR-Themen: immer wiederk
TI.GSO.DE.SOLMAN-SAPHR-ZW,AZK Konto
TI.GSO.DE.SOLMAN-SAPHR-ZW,angeblich fehlende Arbeitszeitbuchung **
TI.GSO.DE.SOLMAN-SAPHR-ZW,Technische HR-Themen: Mitteilung: Ihr Ar
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-ZW,Zeitmanagement: Fehler im Urlaubskonting
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,P91: ABAP-Laufzeitfehler/Fehler im Syste
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehler Mitteilunge
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Zeiten
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: kein ziehen von Excel
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"BEM-Vorgang wurde vom System eröffnet, o"
TI.GSO.DE.SOLMAN-SAPHR-ZW,Wartungsfenster am 24.12. + 31.12.2024 r
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: SAP E-Akte not visibl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Abwesenheitsantrag eines Mitarbeiters vo
DTSE,Zeitmanagement: Genehmigter EU Dezember
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
DTSE,Mein Team: Fehlende Mitarbeiter in der A
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-DEV,CIAM bekommt aus SAP Mdt. 200 seit 29.01
TI.GSO.DE.SOLMAN-SAPHR-ZW,Zeitmanagement 01.01.2025 not marked as
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Bitte den Vorgang für das BEM für Wolfga
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Irrtümlicher Eintritt 01.09.2024-30.09.2
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: ich habe aktuell Prob
DTSE,Dringend - Mein Team: Teammitglieder feh
DTSE,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"BEM-Vorgang wurde vom System eröffnet, o"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Offene Aufgabe Abw
TI.GSO.DE.SOLMAN-SAPHR-DEV,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Neue Aufgaben/Benachricht
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Simulations-Hinweis AACT-Liste.: ATZ (Ke
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Zeitmanagement: Bitte löschen oder korri
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: Bitte Vorgang löschen
TI.GSO.DE.SOLMAN-SAPHR-ZW,"Zeitmanagement: ""MA nicht anwesend"" trot"
DTSE,Zeitmanagement: Fehler beim akzeptieren
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: Vorgang muss wieder der eigentliche
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,P91: Kein Benutzer mit SNC-Name p:EMAIL=
TI.GSO.DE.SOLMAN-SAPHR-ZW,Zeitmanagement: Fehlender Zeitenerfassun
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
DTSE,"Genehmigter Urlaub wird nicht in ""Meine"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Vorgang kann von Vertretung ni
DTSE,Mitarbeiter unter Quartalsabschlag anzei
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-DEV,SAP HR-System P91: BAVTel 2.0 E2E20802 F
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Aufgabe in myPortal kann nicht bearbeite
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,In meinen Aufgaben erscheint eine Aufgab
TI.GSO.DE.SOLMAN-SAPHR-ZW,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-ZW,Bitte einen Urlaubsreport fahren; Urlaub
TI.GSO.DE.SOLMAN-SAPHR-ZW,Konten bleiben hängen trotz gebuchten Ar
DTSE,Falsche Buchung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"Austrittsbuchung durch FEA erfolgt, kein"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: Report aus SAP in Exc
DTSE,Zeitmanagement: Stornierung Urlaub T
TI.GSO.DE.SOLMAN-SAPHR-DEV,P91: ABAP-Laufzeitfehler/Fehler im Syste
DTSE,Mein Team: Fehlende Amts-/DBez in der Ka
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: Template lässt sich n
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"Zeitmanagement: Abwesenheit im Status ""f"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,SAP HR-System P91: Anmeldung funktionier
TI.GSO.DE.SOLMAN-SAPHR-DEV,Keine Berechtigung
HR Enabling,DTAG AMS: Keine Einsicht in die ePersAkt
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Abbruch bei SAP
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: AW: Anzeigefehler
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Meldung bitte aus dem Sys
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Einzelfahrtenversteuerung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"DTAG BEM: BEM-Verfahren löschen, Aufgabe"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen:  Workitem 000
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: Vorgang kann von Vertretung nicht b
TI.GSO.DE.SOLMAN-SAPHR-ZW,Zeitmanagement: Aussagekräftige Kurzbesc
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Zeitmanagement: Aufgabe Abwesenheit für
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Aufgaben in Vertretung Ab
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Gestern wollte ich die BEM für einen Mit
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-ZW,Zeitgutschrift wird Varioaufbau außerhal
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-DEV,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-EGA,Reisemanagement: Meine Reise abrechnen /
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Einzelfahrtenversteuerung: Aufgabe lösch
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: Zurückweisung BEM
TI.GSO.DE.SOLMAN-SAPHR-ZW,Zeitwirtschaft - Anzeige MA nicht anwese
DTSE,Zeitmanagement: Hängender Urlaubsantrag
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM," BEM-Vorgang wurde vom System eröffnet,"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,BEM: (Vorgang 000430673099)
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Zeitmanagement: abgelehnten Abwesenheits
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,alte Aufträge löschen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Technische HR-Themen: Fehlerhafte Workfl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"Zeitmanagement: Abwesenheit im Status ""f"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"BEM-Vorgang wurde vom System eröffnet, o"
TI.GSO.DE.SOLMAN-SAPHR-ZW,keine Meldung auf dem Zeitnachweis bei Ü
DTSE,"Zeitmanagement: 23,23 Stunden wurden aut"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,offene Aufgaben aus 2023
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Der MA ist zum 31.03.2019 mit einer 34er
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,** Anwendungssteckbrief: SAP SAPHIR
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"Zeitmanagement: Abwesenheit im Status ""f"
